Island,collection_id,img0: id0,img0: id1,img1: id0,img1: id1
jamaica,NCAP_DOS_55_JA,1,139,3,82
jamaica,NCAP_DOS_55_JA,3,82,3,30
jamaica,NCAP_DOS_55_JA,3,30,10,133
jamaica,NCAP_DOS_55_JA,3,30,3,29
jamaica,NCAP_DOS_55_JA,3,29,2,165
jamaica,NCAP_DOS_55_JA,2,163,2,153
jamaica,NCAP_DOS_55_JA,2,162,2,99
jamaica,NCAP_DOS_55_JA,2,98,2,86
jamaica,NCAP_DOS_55_JA,2,96,8,18
jamaica,NCAP_DOS_55_JA,8,41,8,111
jamaica,NCAP_DOS_55_JA,9,9,2,9
jamaica,NCAP_DOS_55_JA,2,9,10,1
jamaica,NCAP_DOS_55_JA,10,1,10,88
jamaica,NCAP_DOS_55_JA,10,88,10,89
jamaica,NCAP_DOS_55_JA,10,88,11,65
jamaica,NCAP_DOS_55_JA,11,65,27,38
jamaica,NCAP_DOS_55_JA,27,38,13,5
jamaica,NCAP_DOS_55_JA,13,4,27,43
jamaica,NCAP_DOS_55_JA,27,42,35,27
jamaica,NCAP_DOS_55_JA,33,66,12,58
jamaica,NCAP_DOS_55_JA,32,56,32,57
jamaica,NCAP_DOS_55_JA,32,57,32,58
jamaica,NCAP_DOS_55_JA,32,58,32,59
jamaica,NCAP_DOS_55_JA,32,59,32,60
jamaica,NCAP_DOS_55_JA,32,60,32,61
jamaica,NCAP_DOS_55_JA,32,2,32,64
jamaica,NCAP_DOS_55_JA,32,64,32,68
jamaica,NCAP_DOS_55_JA,32,68,32,125
jamaica,NCAP_DOS_55_JA,32,119,34,20
jamaica,NCAP_DOS_55_JA,19,38,19,37
jamaica,NCAP_DOS_55_JA,19,46,19,8
jamaica,NCAP_DOS_55_JA,20,8,30,14
jamaica,NCAP_DOS_55_JA,8,22,8,23
jamaica,NCAP_DOS_55_JA,27,71,35,56
jamaica,NCAP_DOS_55_JA,27,75,35,61
jamaica,NCAP_DOS_55_JA,35,84,35,85
jamaica,NCAP_DOS_55_JA,33,42,35,89
jamaica,NCAP_DOS_55_JA,7,59,7,34
jamaica,NCAP_DOS_55_JA,33,41,33,42
jamaica,NCAP_DOS_55_JA,7,1,7,2
jamaica,NCAP_DOS_55_JA,7,2,7,3
jamaica,NCAP_DOS_55_JA,7,3,7,4
jamaica,NCAP_DOS_55_JA,7,4,7,5
jamaica,NCAP_DOS_55_JA,7,5,7,6
jamaica,NCAP_DOS_55_JA,7,6,7,7
jamaica,NCAP_DOS_55_JA,6,65,6,64
jamaica,NCAP_DOS_55_JA,6,64,6,63
jamaica,NCAP_DOS_55_JA,6,63,6,62
jamaica,NCAP_DOS_55_JA,6,62,6,61
stlucia,NCAP_DOS_3_WW,1,39,1,38
stlucia,NCAP_DOS_3_WW,1,41,1,38
